sub_id,angle,ER,MnRT,group
001,0,0.04166666666666663,1.4289999999999998,Naodao
001,50,0.0,1.672859090909091,Naodao
001,100,0.0,2.0815681818181817,Naodao
001,150,0.08333333333333337,2.20531,Naodao
002,0,0.0,1.7332958333333333,Naodao
002,50,0.125,1.8811000000000002,Naodao
002,100,0.125,2.500375,Naodao
002,150,0.16666666666666663,2.401335294117647,Naodao
003,0,0.08333333333333337,1.41595,Naodao
003,50,0.0,1.7260739130434783,Naodao
003,100,0.125,2.160242105263158,Naodao
003,150,0.08333333333333337,2.446115789473684,Naodao
004,0,0.0,1.1424458333333334,Naodao
004,50,0.04166666666666663,1.6290272727272728,Naodao
004,100,0.08333333333333337,1.6870428571428573,Naodao
004,150,0.29166666666666663,2.10982,Naodao
005,0,0.04166666666666663,1.3546,Naodao
005,50,0.0,1.5761695652173913,Naodao
005,100,0.125,2.3333,Naodao
005,150,0.125,2.0736222222222223,Naodao
006,0,0.04166666666666663,1.6879391304347826,Naodao
006,50,0.04166666666666663,2.0338956521739133,Naodao
006,100,0.08333333333333337,2.8376,Naodao
006,150,0.25,3.5395666666666665,Naodao
007,0,0.125,1.6427238095238095,Naodao
007,50,0.16666666666666663,2.8872050000000002,Naodao
007,100,0.20833333333333337,3.511931578947368,Naodao
007,150,0.25,3.384225,Naodao
008,0,0.04166666666666663,1.7638800000000001,Naodao
008,50,0.125,2.3142563157894736,Naodao
008,100,0.16666666666666663,2.8266025,Naodao
008,150,0.20833333333333337,3.5887567647058822,Naodao
009,0,0.0,0.8623139583333334,Naodao
009,50,0.08333333333333337,1.2790013636363637,Naodao
009,100,0.0,1.422905238095238,Naodao
009,150,0.04166666666666663,1.90853475,Naodao
010,0,0.0,1.4953500000000002,Naodao
010,50,0.08333333333333337,1.8829818181818183,Naodao
010,100,0.04166666666666663,2.5078681818181816,Naodao
010,150,0.29166666666666663,2.8508625,Naodao
011,0,0.04166666666666663,1.8437565217391303,Naodao
011,50,0.0,1.9823045454545456,Naodao
011,100,0.04166666666666663,2.7235545454545456,Naodao
011,150,0.04166666666666663,2.9135636363636364,Naodao
012,0,0.0,2.2289314749844684,Naodao
012,50,0.08333333333333337,3.0505215090868827,Naodao
012,100,0.08333333333333337,3.4687959499953482,Naodao
012,150,0.0,3.405739417375551,Naodao
013,0,0.04166666666666663,2.0558212272775234,Naodao
013,50,0.04166666666666663,2.988718913635239,Naodao
013,100,0.20833333333333337,3.204447889476892,Naodao
013,150,0.20833333333333337,3.3653761315769146,Naodao
014,0,0.04166666666666663,1.176213043478261,Naodao
014,50,0.04166666666666663,1.4560136363636362,Naodao
014,100,0.16666666666666663,1.888163157894737,Naodao
014,150,0.375,2.0746307692307693,Naodao
015,0,0.08333333333333337,1.557559090909091,Naodao
015,50,0.04166666666666663,1.8983478260869564,Naodao
015,100,0.08333333333333337,2.423275,Naodao
015,150,0.25,2.45143125,Naodao
016,0,0.125,1.49246,Naodao
016,50,0.125,2.614035,Naodao
016,100,0.08333333333333337,3.7355190476190474,Naodao
016,150,0.25,4.658105555555555,Naodao
017,0,0.0,2.6462954545454545,Naodao
017,50,0.04166666666666663,3.546334782608696,Naodao
017,100,0.125,4.065652380952381,Naodao
017,150,0.04166666666666663,3.7409173913043476,Naodao
018,0,0.0,1.1714083333333334,Naodao
018,50,0.125,1.4387571428571428,Naodao
018,100,0.04166666666666663,2.080705,Naodao
018,150,0.125,2.196657894736842,Naodao
019,0,0.125,1.6258050000000002,Naodao
019,50,0.0,2.299830434782609,Naodao
019,100,0.20833333333333337,3.340973684210526,Naodao
019,150,0.16666666666666663,3.0891235294117645,Naodao
020,0,0.04166666666666663,1.886,Naodao
020,50,0.04166666666666663,2.977659090909091,Naodao
020,100,0.04166666666666663,2.8383000000000003,Naodao
020,150,0.16666666666666663,3.0717210526315792,Naodao
021,0,0.125,1.7594450000000001,Naodao
021,50,0.04166666666666663,2.164134782608696,Naodao
021,100,0.16666666666666663,2.4723555555555556,Naodao
021,150,0.25,2.843227777777778,Naodao
022,0,0.04166666666666663,1.6700782608695652,Naodao
022,50,0.16666666666666663,2.578666666666667,Naodao
022,100,0.16666666666666663,2.9495,Naodao
022,150,0.125,3.5115947368421048,Naodao
023,0,0.08333333333333337,1.7133857142857143,Naodao
023,50,0.25,2.889488888888889,Naodao
023,100,0.20833333333333337,3.0365777777777776,Naodao
023,150,0.41666666666666663,2.824930769230769,Naodao
024,0,0.0,2.595708333333333,Naodao
024,50,0.125,3.21315,Naodao
024,100,0.25,4.078117647058824,Naodao
024,150,0.25,4.399294117647059,Naodao
025,0,0.08333333333333337,1.4681095238095239,Naodao
025,50,0.0,2.14655,Naodao
025,100,0.08333333333333337,2.70673,Naodao
025,150,0.125,2.936347368421053,Naodao
026,0,0.0,2.3067565217391306,Naodao
026,50,0.08333333333333337,3.4122045454545455,Naodao
026,100,0.20833333333333337,4.189042105263158,Naodao
026,150,0.33333333333333337,4.310860000000001,Naodao
027,0,0.20833333333333337,1.6582684210526317,Naodao
027,50,0.08333333333333337,2.729914285714286,Naodao
027,100,0.125,2.95417,Naodao
027,150,0.125,3.163711111111111,Naodao
028,0,0.0,1.2520125,Naodao
028,50,0.04166666666666663,1.743715,Naodao
028,100,0.08333333333333337,2.0334714285714286,Naodao
028,150,0.20833333333333337,1.9629722222222223,Naodao
029,0,0.04166666666666663,1.6006565217391304,Naodao
029,50,0.08333333333333337,2.0323727272727274,Naodao
029,100,0.5,2.757718181818182,Naodao
029,150,0.375,2.8346928571428576,Naodao
030,0,0.08333333333333337,1.1292727272727274,Naodao
030,50,0.08333333333333337,1.8808636363636362,Naodao
030,100,0.16666666666666663,2.462111111111111,Naodao
030,150,0.125,2.92765,Naodao
031,0,0.08333333333333337,1.6091857142857144,Naodao
031,50,0.04166666666666663,2.2029863636363634,Naodao
031,100,0.04166666666666663,2.3955727272727274,Naodao
031,150,0.04166666666666663,2.62885,Naodao
032,0,0.0,1.3805514695780838,Naodao
032,50,0.0,1.5816187347923203,Naodao
032,100,0.0,2.0984415478255274,Naodao
032,150,0.125,1.9534601684120532,Naodao
033,0,0.08333333333333337,1.1812272727272728,Offline
033,50,0.20833333333333337,2.4026315789473682,Offline
033,100,0.29166666666666663,4.3111875,Offline
033,150,0.33333333333333337,4.4808666666666666,Offline
034,0,0.04166666666666663,1.1162409090909091,Offline
034,50,0.04166666666666663,1.4884636363636365,Offline
034,100,0.04166666666666663,1.6027636363636366,Offline
034,150,0.33333333333333337,2.05782,Offline
035,0,0.04166666666666663,0.883063454540785,Offline
035,50,0.04166666666666663,1.0618501636358402,Offline
035,100,0.0,1.3564443087012952,Offline
035,150,0.08333333333333337,1.526835415000096,Offline
036,0,0.16666666666666663,2.789876965005533,Offline
036,50,0.20833333333333337,4.154669110534566,Offline
036,100,0.20833333333333337,3.9793581789432975,Offline
036,150,0.20833333333333337,4.564567977772741,Offline
037,0,0.08333333333333337,1.4266830047625783,Offline
037,50,0.04166666666666663,1.8062235318198376,Offline
037,100,0.04166666666666663,1.7360313999999657,Offline
037,150,0.08333333333333337,2.2150454761895597,Offline
038,0,0.04166666666666663,1.3399786954548538,Offline
038,50,0.0,1.859085649999377,Offline
038,100,0.08333333333333337,2.763663727274847,Offline
038,150,0.0,3.155353100001362,Offline
039,0,0.0,1.9510234374999793,Offline
039,50,0.16666666666666663,2.2970494473684564,Offline
039,100,0.16666666666666663,3.4747980950000397,Offline
039,150,0.25,3.325379716666665,Offline
040,0,0.04166666666666663,1.2264716227278272,Offline
040,50,0.0,1.5270604291678562,Offline
040,100,0.04166666666666663,2.1442691454550102,Offline
040,150,0.25,2.6775973352940876,Offline
041,0,0.04166666666666663,2.899364600001718,Offline
041,50,0.16666666666666663,3.659495295002853,Offline
041,100,0.20833333333333337,4.43655417368542,Offline
041,150,0.45833333333333337,4.036329908334058,Offline
042,0,0.04166666666666663,2.0062948782591694,Offline
042,50,0.0,3.1936991999948234,Offline
042,100,0.125,3.1615735904779285,Offline
042,150,0.25,3.792463971428723,Offline
043,0,0.0,1.88609211304182,Offline
043,50,0.0,1.981975695831352,Offline
043,100,0.0,2.3272008434774447,Offline
043,150,0.04166666666666663,3.0562061333337276,Offline
044,0,0.04166666666666663,1.4715723318182137,Offline
044,50,0.04166666666666663,2.5387717130434875,Offline
044,100,0.0,2.7157935999999836,Offline
044,150,0.125,3.26806005263157,Offline
045,0,0.125,3.185221195265296,Offline
045,50,0.20833333333333337,4.91254053691304,Offline
045,100,0.29166666666666663,5.0558415881960705,Offline
045,150,0.29166666666666663,4.9794151117367775,Offline
046,0,0.08333333333333337,1.5385669318181818,Offline
046,50,0.04166666666666663,2.7425788173913044,Offline
046,100,0.25,3.0852189,Offline
046,150,0.29166666666666663,3.785330064705882,Offline
047,0,0.0,1.4954071130423867,Offline
047,50,0.0,1.6515541208330735,Offline
047,100,0.08333333333333337,2.2952981449998333,Offline
047,150,0.04166666666666663,2.7067807142870843,Offline
048,0,0.04166666666666663,1.521900026084673,Offline
048,50,0.04166666666666663,2.1443346478209486,Offline
048,100,0.08333333333333337,2.6998000818222696,Offline
048,150,0.29166666666666663,3.0568740071425315,Offline
049,0,0.0,1.0042166791670297,Offline
049,50,0.0,1.2633652043479504,Offline
049,100,0.16666666666666663,1.921093905263134,Offline
049,150,0.04166666666666663,2.031373900000092,Offline
050,0,0.04166666666666663,1.2800121090893464,Offline
050,50,0.04166666666666663,2.0283997863774528,Offline
050,100,0.0,2.535598140908405,Offline
050,150,0.04166666666666663,3.1322994761922884,Offline
051,0,0.0,1.4863922666651586,Offline
051,50,0.0,1.5896354818092235,Offline
051,100,0.125,2.1502793000101867,Offline
051,150,0.25,2.5043401125149103,Offline
052,0,0.04166666666666663,2.1710252043457055,Offline
052,50,0.04166666666666663,2.7212042863565413,Offline
052,100,0.16666666666666663,2.897636526313267,Offline
052,150,0.41666666666666663,3.261182269242664,Offline
053,0,0.0,1.365821613040601,Offline
053,50,0.0,2.1704039260891834,Offline
053,100,0.04166666666666663,2.4304842666661854,Offline
053,150,0.20833333333333337,3.0464298388930424,Offline
054,0,0.0,1.1941806000003177,Offline
054,50,0.04166666666666663,1.2051781695646122,Offline
054,100,0.04166666666666663,1.459592863637557,Offline
054,150,0.08333333333333337,1.7986730499995045,Offline
055,0,0.0,1.7897308125029667,Offline
055,50,0.04166666666666663,2.5754408043551096,Offline
055,100,0.08333333333333337,3.2522463800036348,Offline
055,150,0.04166666666666663,3.128406050006478,Offline
056,0,0.08333333333333337,1.4805574499927885,Offline
056,50,0.0,1.8937403874830732,Offline
056,100,0.04166666666666663,2.6357465681609358,Offline
056,150,0.125,2.755644366656068,Offline
057,0,0.0,2.1173487041766443,Offline
057,50,0.04166666666666663,2.458803209074011,Offline
057,100,0.04166666666666663,3.2209593727285126,Offline
057,150,0.20833333333333337,3.752243072221366,Offline
058,0,0.125,1.6676285714285715,Offline
058,50,0.08333333333333337,1.9486047619047617,Offline
058,100,0.33333333333333337,2.54598125,Offline
058,150,0.33333333333333337,2.95382,Offline
059,0,0.0,1.589951108287399,Offline
059,50,0.04166666666666663,2.321611573919654,Offline
059,100,0.08333333333333337,2.944933980969446,Offline
059,150,0.16666666666666663,3.549834905502697,Offline
060,0,0.08333333333333337,0.8249721727281046,Offline
060,50,0.0,1.3067787791587762,Offline
060,100,0.08333333333333337,1.5096694227249827,Offline
060,150,0.33333333333333337,1.7530684499943163,Offline
061,0,0.125,2.244383709523791,Offline
061,50,0.125,2.855116661904785,Offline
061,100,0.125,3.6262038578946956,Offline
061,150,0.25,3.743017282352987,Offline
062,0,0.08333333333333337,1.3142757761906112,Offline
062,50,0.0,2.028752154165583,Offline
062,100,0.04166666666666663,3.0154298727270956,Offline
062,150,0.125,2.89481567500261,Offline
063,0,0.08333333333333337,1.8499335864643482,Offline
063,50,0.0,2.5290564333554357,Offline
063,100,0.25,2.313802452922306,Offline
063,150,0.16666666666666663,3.0298572222495244,Offline
064,0,0.0,2.0389996958401753,Offline
064,50,0.08333333333333337,2.5755156545518814,Offline
064,100,0.04166666666666663,3.361849204547153,Offline
064,150,0.125,3.7721919578708416,Offline
065,0,0.08333333333333337,2.023429171428558,Offline
065,50,0.08333333333333337,2.7755620999999917,Offline
065,100,0.125,3.742503324999416,Offline
065,150,0.25,3.8381282562486376,Offline
066,0,0.0,1.0326768913054485,Offline
066,50,0.08333333333333337,1.5482554863629048,Offline
066,100,0.04166666666666663,1.9581685954551424,Offline
066,150,0.04166666666666663,2.2515216809545002,Offline
067,0,0.04166666666666663,1.8216410869565218,Pavlovia
067,50,0.08333333333333337,2.719789772727273,Pavlovia
067,100,0.29166666666666663,3.86036125,Pavlovia
067,150,0.20833333333333337,4.178683333333334,Pavlovia
068,0,0.5833333333333333,0.13747,Pavlovia
068,50,0.41666666666666663,0.15447857142857144,Pavlovia
068,100,0.5,0.1474,Pavlovia
068,150,0.45833333333333337,0.10973076923076924,Pavlovia
069,0,0.0,2.6511254166666665,Pavlovia
069,50,0.08333333333333337,4.0413072727272725,Pavlovia
069,100,0.25,4.017382647058824,Pavlovia
069,150,0.125,4.712598947368421,Pavlovia
070,0,0.08333333333333337,2.145259090909091,Pavlovia
070,50,0.04166666666666663,2.839690909090909,Pavlovia
070,100,0.16666666666666663,3.7813,Pavlovia
070,150,0.125,3.42192,Pavlovia
071,0,0.0,1.5267072916666666,Pavlovia
071,50,0.04166666666666663,1.8967502272727272,Pavlovia
071,100,0.04166666666666663,2.4956745000000002,Pavlovia
071,150,0.125,2.9950316666666668,Pavlovia
072,0,0.04166666666666663,1.9501702272727273,Pavlovia
072,50,0.0,2.0927659523809523,Pavlovia
072,100,0.125,3.2138395,Pavlovia
072,150,0.08333333333333337,3.0570014285714286,Pavlovia
073,0,0.04166666666666663,2.155471739130435,Pavlovia
073,50,0.125,2.528867857142857,Pavlovia
073,100,0.04166666666666663,3.912119090909091,Pavlovia
073,150,0.16666666666666663,3.8905985000000003,Pavlovia
074,0,0.08333333333333337,1.7569772727272728,Pavlovia
074,50,0.125,3.0217,Pavlovia
074,100,0.125,3.574631578947369,Pavlovia
074,150,0.375,3.441669230769231,Pavlovia
075,0,0.04166666666666663,1.80762,Pavlovia
075,50,0.08333333333333337,2.7773677272727273,Pavlovia
075,100,0.20833333333333337,3.0440391666666664,Pavlovia
075,150,0.20833333333333337,3.18143,Pavlovia
076,0,0.04166666666666663,1.6449130434782608,Pavlovia
076,50,0.08333333333333337,2.3556363636363638,Pavlovia
076,100,0.08333333333333337,3.1972857142857145,Pavlovia
076,150,0.16666666666666663,3.4388888888888887,Pavlovia
077,0,0.08333333333333337,2.0071363636363633,Pavlovia
077,50,0.08333333333333337,3.567863636363636,Pavlovia
077,100,0.20833333333333337,4.111833333333333,Pavlovia
077,150,0.5,3.407,Pavlovia
078,0,0.04166666666666663,2.8519960869565217,Pavlovia
078,50,0.08333333333333337,3.6581900000000003,Pavlovia
078,100,0.08333333333333337,4.808695,Pavlovia
078,150,0.125,4.58850625,Pavlovia
079,0,0.04166666666666663,1.5250454545454546,Pavlovia
079,50,0.04166666666666663,2.1859565217391306,Pavlovia
079,100,0.08333333333333337,2.6536666666666666,Pavlovia
079,150,0.20833333333333337,2.510111111111111,Pavlovia
081,0,0.0,1.6754083333333334,Pavlovia
081,50,0.04166666666666663,2.2209909090909092,Pavlovia
081,100,0.0,3.361133333333333,Pavlovia
081,150,0.16666666666666663,3.1835705882352943,Pavlovia
082,0,0.04166666666666663,2.1004869565217392,Pavlovia
082,50,0.125,3.3459428571428576,Pavlovia
082,100,0.125,3.97196,Pavlovia
082,150,0.20833333333333337,4.141663157894738,Pavlovia
083,0,0.0,2.13645,Pavlovia
083,50,0.04166666666666663,2.9387454545454545,Pavlovia
083,100,0.0,4.1683208333333335,Pavlovia
083,150,0.20833333333333337,4.125475,Pavlovia
084,0,0.04166666666666663,1.761191304347826,Pavlovia
084,50,0.04166666666666663,1.8363409090909093,Pavlovia
084,100,0.125,1.9379650000000002,Pavlovia
084,150,0.125,2.709944444444444,Pavlovia
085,0,0.0,1.1657272727272727,Pavlovia
085,50,0.0,1.5862173913043478,Pavlovia
085,100,0.0,2.0946363636363636,Pavlovia
085,150,0.16666666666666663,2.5325555555555557,Pavlovia
086,0,0.04166666666666663,1.1558695652173914,Pavlovia
086,50,0.0,1.422375,Pavlovia
086,100,0.04166666666666663,1.8719999999999999,Pavlovia
086,150,0.125,2.123666666666667,Pavlovia
087,0,0.08333333333333337,0.9107409090909091,Pavlovia
087,50,0.125,1.0579571428571428,Pavlovia
087,100,0.125,1.4020714285714286,Pavlovia
087,150,0.16666666666666663,1.615,Pavlovia
088,0,0.0,0.8594291666666667,Pavlovia
088,50,0.0,1.0595666666666668,Pavlovia
088,100,0.08333333333333337,1.2858428571428573,Pavlovia
088,150,0.04166666666666663,1.3995857142857144,Pavlovia
089,0,0.0,1.29475,Pavlovia
089,50,0.0,1.4811666666666667,Pavlovia
089,100,0.04166666666666663,1.6256363636363638,Pavlovia
089,150,0.25,2.1358125,Pavlovia
090,0,0.04166666666666663,1.50005,Pavlovia
090,50,0.04166666666666663,2.48595,Pavlovia
090,100,0.125,2.931652380952381,Pavlovia
090,150,0.16666666666666663,3.036021052631579,Pavlovia
091,0,0.04166666666666663,2.2960347826086958,Pavlovia
091,50,0.08333333333333337,3.588847619047619,Pavlovia
091,100,0.125,3.6538761904761903,Pavlovia
091,150,0.33333333333333337,3.7432785714285717,Pavlovia
092,0,0.125,1.3749809523809524,Pavlovia
092,50,0.0,1.7699826086956523,Pavlovia
092,100,0.08333333333333337,2.0843863636363635,Pavlovia
092,150,0.04166666666666663,2.2949238095238096,Pavlovia
093,0,0.0,1.1563304347826087,Pavlovia
093,50,0.04166666666666663,1.4885521739130434,Pavlovia
093,100,0.08333333333333337,1.6662333333333335,Pavlovia
093,150,0.08333333333333337,2.1281444444444446,Pavlovia
094,0,0.0,1.3346125000000002,Pavlovia
094,50,0.08333333333333337,1.5228454545454546,Pavlovia
094,100,0.125,2.1946315789473685,Pavlovia
094,150,0.20833333333333337,2.5263833333333334,Pavlovia
095,0,0.04166666666666663,1.1304347826086956,Pavlovia
095,50,0.04166666666666663,1.6177136363636364,Pavlovia
095,100,0.04166666666666663,2.4924260869565216,Pavlovia
095,150,0.16666666666666663,2.5408866666666667,Pavlovia
096,0,0.125,1.7683333333333333,Pavlovia
096,50,0.04166666666666663,2.552826086956522,Pavlovia
096,100,0.08333333333333337,3.6155999999999997,Pavlovia
096,150,0.25,3.8855625000000003,Pavlovia
097,0,0.04166666666666663,1.2519145652173913,Pavlovia
097,50,0.04166666666666663,1.7973995652173913,Pavlovia
097,100,0.25,2.959459411764706,Pavlovia
097,150,0.25,2.859778125,Pavlovia
098,0,0.0,1.4161041666666667,Pavlovia
098,50,0.04166666666666663,1.690217391304348,Pavlovia
098,100,0.0,2.311013043478261,Pavlovia
098,150,0.08333333333333337,2.736161111111111,Pavlovia
099,0,0.125,1.2490095238095238,Pavlovia
099,50,0.08333333333333337,2.092290909090909,Pavlovia
099,100,0.29166666666666663,3.058471428571429,Pavlovia
099,150,0.41666666666666663,2.5917692307692306,Pavlovia
100,0,0.08333333333333337,1.2761818181818183,Pavlovia
100,50,0.08333333333333337,1.5599619047619047,Pavlovia
100,100,0.20833333333333337,2.3375882352941173,Pavlovia
100,150,0.41666666666666663,1.8657307692307692,Pavlovia
101,0,0.16666666666666663,1.0008105263157894,Pavlovia
101,50,0.08333333333333337,1.1742045454545453,Pavlovia
101,100,0.20833333333333337,1.3731105263157897,Pavlovia
101,150,0.29166666666666663,1.6148533333333333,Pavlovia
102,0,0.08333333333333337,1.4623409090909092,Pavlovia
102,50,0.25,2.058694117647059,Pavlovia
102,100,0.125,2.455642105263158,Pavlovia
102,150,0.16666666666666663,2.6243210526315788,Pavlovia
103,0,0.0,1.6620291666666667,Pavlovia
103,50,0.125,2.063304761904762,Pavlovia
103,100,0.29166666666666663,2.4276600000000004,Pavlovia
103,150,0.33333333333333337,2.62038,Pavlovia
104,0,0.08333333333333337,1.143381818181818,Pavlovia
104,50,0.04166666666666663,1.945104347826087,Pavlovia
104,100,0.25,2.4972176470588234,Pavlovia
104,150,0.33333333333333337,2.4543666666666666,Pavlovia
